timestamp,ap_id,mac,identity,rssi
2025-06-12 06:18:03,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-69
2025-06-12 06:18:18,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-61
2025-06-12 06:18:28,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-74
2025-06-12 06:19:08,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-75
2025-06-12 06:19:54,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-47
2025-06-12 06:20:52,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-36
2025-06-12 06:21:10,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-46
2025-06-12 06:21:22,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-54
2025-06-12 06:22:02,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-37
2025-06-12 06:22:22,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-50
2025-06-12 06:22:40,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-35
2025-06-12 06:22:59,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-50
2025-06-12 06:23:14,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-46
2025-06-12 06:23:35,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-53
2025-06-12 06:24:16,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-44
2025-06-12 06:24:59,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-53
2025-06-12 06:25:33,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-69
2025-06-12 06:25:37,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-51
2025-06-12 06:26:21,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-52
2025-06-12 06:27:21,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-37
2025-06-12 06:27:40,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-51
2025-06-12 06:28:43,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-35
2025-06-12 06:28:59,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-37
2025-06-12 06:29:13,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-74
2025-06-12 06:29:40,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-73
2025-06-12 06:29:51,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-51
2025-06-12 06:30:33,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-70
2025-06-12 06:31:16,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-43
2025-06-12 06:31:24,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-37
2025-06-12 06:32:13,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-56
2025-06-12 06:32:47,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-47
2025-06-12 06:32:50,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-35
2025-06-12 06:34:59,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-57
2025-06-12 06:35:39,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-58
2025-06-12 06:35:46,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-58
2025-06-12 06:35:46,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-54
2025-06-12 06:36:06,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-66
2025-06-12 06:36:37,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-36
2025-06-12 06:37:18,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-60
2025-06-12 06:37:45,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-69
2025-06-12 06:38:14,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-70
2025-06-12 06:38:21,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-56
2025-06-12 06:39:11,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-52
2025-06-12 06:39:39,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-39
2025-06-12 06:40:40,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-39
2025-06-12 06:41:44,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-58
2025-06-12 06:42:16,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-69
2025-06-12 06:42:24,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-37
2025-06-12 06:42:30,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-51
2025-06-12 06:42:45,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-61
2025-06-12 06:43:20,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-45
2025-06-12 06:43:32,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-57
2025-06-12 06:44:18,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-46
2025-06-12 06:45:39,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-64
2025-06-12 06:45:50,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-61
2025-06-12 06:45:53,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-58
2025-06-12 06:46:16,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-55
2025-06-12 06:46:19,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-63
2025-06-12 06:47:49,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-54
2025-06-12 06:48:40,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-45
2025-06-12 06:49:20,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-40
2025-06-12 06:50:26,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-53
2025-06-12 06:50:28,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-48
2025-06-12 06:50:34,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-68
2025-06-12 06:50:35,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-61
2025-06-12 06:50:37,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-45
2025-06-12 06:52:55,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-42
2025-06-12 06:53:08,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-50
2025-06-12 06:53:12,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-47
2025-06-12 06:53:20,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-66
2025-06-12 06:54:19,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-41
2025-06-12 06:54:27,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-71
2025-06-12 06:54:31,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-56
2025-06-12 06:54:38,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-38
2025-06-12 06:55:56,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-62
2025-06-12 06:56:58,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-74
2025-06-12 06:57:12,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-52
2025-06-12 06:57:21,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-43
2025-06-12 06:57:41,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-46
2025-06-12 06:59:38,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-54
2025-06-12 06:59:41,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-70
2025-06-12 06:59:48,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-74
2025-06-12 07:00:09,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-35
2025-06-12 07:00:20,AP-CHECKIN-01,F4:5C:00:00:00:2A,adrien.patel196@hotmail.com,-41
2025-06-12 07:00:29,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-51
2025-06-12 07:00:30,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-49
2025-06-12 07:00:57,AP-CHECKIN-02,F4:5C:00:00:00:07,george.costa725@gmail.com,-47
2025-06-12 07:00:59,AP-CHECKIN-02,F4:5C:00:00:00:47,yann.kim64@outlook.com,-62
2025-06-12 07:01:14,AP-CHECKIN-01,F4:5C:00:00:00:25,cyrus.ivanov828@gmail.com,-71
2025-06-12 07:01:43,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-49
2025-06-12 07:02:11,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-49
2025-06-12 07:02:54,AP-CHECKIN-01,F4:5C:00:00:00:20,hana.kim348@hotmail.com,-58
2025-06-12 07:03:02,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-43
2025-06-12 07:03:35,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-52
2025-06-12 07:03:59,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-46
2025-06-12 07:04:04,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-44
2025-06-12 07:04:23,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-39
2025-06-12 07:05:01,AP-CHECKIN-01,F4:5C:00:00:00:3A,eric.kim582@outlook.com,-52
2025-06-12 07:05:01,AP-CHECKIN-01,F4:5C:00:00:00:0C,quentin.ivanov61@icloud.com,-56
2025-06-12 07:05:16,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-52
2025-06-12 07:05:52,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-46
2025-06-12 07:05:54,AP-CHECKIN-01,F4:5C:00:00:00:49,julia.okafor690@yahoo.com,-75
2025-06-12 07:05:59,AP-CHECKIN-02,F4:5C:00:00:00:07,george.costa725@gmail.com,-56
2025-06-12 07:06:42,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-66
2025-06-12 07:06:43,AP-CHECKIN-01,F4:5C:00:00:00:58,bob.garcia73@icloud.com,-67
2025-06-12 07:06:55,AP-CHECKIN-01,F4:5C:00:00:00:2A,adrien.patel196@hotmail.com,-56
2025-06-12 07:06:57,AP-CHECKIN-02,F4:5C:00:00:00:16,ivan.chen516@icloud.com,-55
2025-06-12 07:07:18,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-74
2025-06-12 07:07:37,AP-CHECKIN-02,F4:5C:00:00:00:57,zahra.smith450@icloud.com,-67
2025-06-12 07:08:13,AP-CHECKIN-01,F4:5C:00:00:00:25,cyrus.ivanov828@gmail.com,-54
2025-06-12 07:08:16,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-40
2025-06-12 07:08:25,AP-CHECKIN-01,F4:5C:00:00:00:13,will.garcia925@gmail.com,-50
2025-06-12 07:08:28,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-42
2025-06-12 07:08:38,AP-CHECKIN-02,F4:5C:00:00:00:07,george.costa725@gmail.com,-44
2025-06-12 07:08:42,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-71
2025-06-12 07:08:43,AP-CHECKIN-02,F4:5C:00:00:00:02,diana.leroy98@hotmail.com,-43
2025-06-12 07:08:49,AP-CHECKIN-01,F4:5C:00:00:00:36,george.rossi718@gmail.com,-56
2025-06-12 07:09:00,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-50
2025-06-12 07:09:00,AP-CHECKIN-01,F4:5C:00:00:00:11,nina.johansson881@gmail.com,-57
2025-06-12 07:09:14,AP-CHECKIN-02,F4:5C:00:00:00:47,yann.kim64@outlook.com,-48
2025-06-12 07:09:19,AP-CHECKIN-02,F4:5C:00:00:00:1A,karim.martin106@icloud.com,-37
2025-06-12 07:09:26,AP-CHECKIN-01,F4:5C:00:00:00:17,vera.kowalski404@outlook.com,-70
2025-06-12 07:09:28,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-39
2025-06-12 07:09:36,AP-CHECKIN-01,F4:5C:00:00:00:49,julia.okafor690@yahoo.com,-42
2025-06-12 07:09:37,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-43
2025-06-12 07:09:39,AP-CHECKIN-01,F4:5C:00:00:00:35,xena.martin319@gmail.com,-55
2025-06-12 07:09:52,AP-CHECKIN-01,F4:5C:00:00:00:20,hana.kim348@hotmail.com,-74
2025-06-12 07:10:09,AP-CHECKIN-01,F4:5C:00:00:00:58,bob.garcia73@icloud.com,-73
2025-06-12 07:10:10,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-54
2025-06-12 07:10:41,AP-CHECKIN-02,F4:5C:00:00:00:48,george.ivanov979@gmail.com,-56
2025-06-12 07:10:55,AP-CHECKIN-01,F4:5C:00:00:00:50,petra.rossi484@gmail.com,-57
2025-06-12 07:11:01,AP-CHECKIN-01,F4:5C:00:00:00:2A,adrien.patel196@hotmail.com,-50
2025-06-12 07:11:04,AP-CHECKIN-01,F4:5C:00:00:00:3A,eric.kim582@outlook.com,-37
2025-06-12 07:11:05,AP-CHECKIN-01,F4:5C:00:00:00:63,ugo.rossi35@outlook.com,-50
2025-06-12 07:11:25,AP-CHECKIN-01,F4:5C:00:00:00:1B,vera.chen179@hotmail.com,-68
2025-06-12 07:11:25,AP-CHECKIN-02,F4:5C:00:00:00:33,nina.johansson380@outlook.com,-50
2025-06-12 07:11:34,AP-CHECKIN-02,F4:5C:00:00:00:42,ivan.brown678@outlook.com,-71
2025-06-12 07:11:52,AP-CHECKIN-01,F4:5C:00:00:00:0C,quentin.ivanov61@icloud.com,-68
2025-06-12 07:11:59,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-45
2025-06-12 07:12:24,AP-CHECKIN-02,F4:5C:00:00:00:1C,ugo.rossi156@hotmail.com,-48
2025-06-12 07:12:31,AP-CHECKIN-01,F4:5C:00:00:00:3F,eric.nguyen47@hotmail.com,-50
2025-06-12 07:12:45,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-55
2025-06-12 07:12:57,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-72
2025-06-12 07:13:03,AP-CHECKIN-02,F4:5C:00:00:00:74,sam.okafor882@gmail.com,-35
2025-06-12 07:13:07,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-36
2025-06-12 07:13:21,AP-CHECKIN-02,F4:5C:00:00:00:02,diana.leroy98@hotmail.com,-62
2025-06-12 07:13:22,AP-CHECKIN-02,F4:5C:00:00:00:16,ivan.chen516@icloud.com,-59
